game_id,tour,issue_type,endpoint,status,payload_size_or_count,local_state,notes
93699baf-102e-4ac4-9b4e-6638c5960461,1,em_events_missing,https://sota.id/em/93699baf-102e-4ac4-9b4e-6638c5960461-list.json,404,,local_events=0 score=1:2,SOTA list endpoint unavailable
d097d3fb-0168-42e8-bcf7-3af597fecf35,1,em_events_missing,https://sota.id/em/d097d3fb-0168-42e8-bcf7-3af597fecf35-list.json,404,,local_events=0 score=4:0,SOTA list endpoint unavailable
4dc2593c-416a-4b0f-9f16-ff47fb6be39e,1,em_events_missing,https://sota.id/em/4dc2593c-416a-4b0f-9f16-ff47fb6be39e-list.json,404,,local_events=0 score=3:1,SOTA list endpoint unavailable
398b2a21-3c49-4527-b797-d7dbda892834,1,em_events_missing,https://sota.id/em/398b2a21-3c49-4527-b797-d7dbda892834-list.json,404,,local_events=0 score=3:0,SOTA list endpoint unavailable
aef25b27-d592-48b9-8206-daa24bbddb9a,1,em_events_missing,https://sota.id/em/aef25b27-d592-48b9-8206-daa24bbddb9a-list.json,404,,local_events=0 score=0:2,SOTA list endpoint unavailable
366880b5-6fc0-499f-b6e8-1eda48e766b8,1,em_events_missing,https://sota.id/em/366880b5-6fc0-499f-b6e8-1eda48e766b8-list.json,404,,local_events=0 score=1:2,SOTA list endpoint unavailable
c9cc6afd-e636-4a91-87bc-b1bed2c1c1d2,1,em_events_missing,https://sota.id/em/c9cc6afd-e636-4a91-87bc-b1bed2c1c1d2-list.json,404,,local_events=0 score=2:0,SOTA list endpoint unavailable
2b079c76-a8c6-461a-97e4-b7525be0d1c7,19,em_events_missing,https://sota.id/em/2b079c76-a8c6-461a-97e4-b7525be0d1c7-list.json,404,,local_events=0 score=3:0,SOTA list endpoint unavailable
147e93b5-33de-442e-a657-174e09c78205,24,em_events_missing,https://sota.id/em/147e93b5-33de-442e-a657-174e09c78205-list.json,404,,local_events=0 score=3:0,SOTA list endpoint unavailable
64d3a278-b026-4fad-bc9a-1067f8b49e0a,26,em_events_missing,https://sota.id/em/64d3a278-b026-4fad-bc9a-1067f8b49e0a-list.json,404,,local_events=0 score=3:0,SOTA list endpoint unavailable
8c85d353-2cfa-4d16-863f-0f8c65fc34a3,2,em_team_missing_ids,https://sota.id/em/8c85d353-2cfa-4d16-863f-0f8c65fc34a3-team-home.json | https://sota.id/em/8c85d353-2cfa-4d16-863f-0f8c65fc34a3-team-away.json,200/200,home_ids=0/23;away_ids=0/23,starters=13-13,Both team payloads have no player id values
efef51e8-ee7d-4552-9756-fa373d97bbcb,2,em_team_missing_ids,https://sota.id/em/efef51e8-ee7d-4552-9756-fa373d97bbcb-team-home.json | https://sota.id/em/efef51e8-ee7d-4552-9756-fa373d97bbcb-team-away.json,200/200,home_ids=0/22;away_ids=0/23,starters=14-13,Both team payloads have no player id values
a633e76f-0c4d-4676-8b1b-2282ed2d0176,2,em_team_missing_ids,https://sota.id/em/a633e76f-0c4d-4676-8b1b-2282ed2d0176-team-home.json | https://sota.id/em/a633e76f-0c4d-4676-8b1b-2282ed2d0176-team-away.json,200/200,home_ids=0/23;away_ids=0/20,starters=13-13,Both team payloads have no player id values
b51c866a-da7e-4a74-b32d-df24fbaa7510,2,em_team_missing_ids,https://sota.id/em/b51c866a-da7e-4a74-b32d-df24fbaa7510-team-home.json | https://sota.id/em/b51c866a-da7e-4a74-b32d-df24fbaa7510-team-away.json,200/200,home_ids=0/22;away_ids=0/22,starters=13-13,Both team payloads have no player id values
43cbfa30-0501-4bd9-948a-61089f97d8ae,2,em_team_missing_ids,https://sota.id/em/43cbfa30-0501-4bd9-948a-61089f97d8ae-team-home.json | https://sota.id/em/43cbfa30-0501-4bd9-948a-61089f97d8ae-team-away.json,200/200,home_ids=0/23;away_ids=0/20,starters=13-13,Both team payloads have no player id values
e3c76a11-2957-4a93-8da1-288417bb78dc,2,em_team_missing_ids,https://sota.id/em/e3c76a11-2957-4a93-8da1-288417bb78dc-team-home.json | https://sota.id/em/e3c76a11-2957-4a93-8da1-288417bb78dc-team-away.json,200/200,home_ids=0/23;away_ids=0/17,starters=0-3,Both team payloads have no player id values
e3c76a11-2957-4a93-8da1-288417bb78dc,2,em_team_missing_amplua,https://sota.id/em/e3c76a11-2957-4a93-8da1-288417bb78dc-team-home.json | https://sota.id/em/e3c76a11-2957-4a93-8da1-288417bb78dc-team-away.json,200/200,home_amplua=0/23;away_amplua=0/17,starters=0-3,No amplua provided for either team payload
d1dba105-a5f0-4dd6-a1c4-d0d787e74fbe,3,em_team_missing_ids,https://sota.id/em/d1dba105-a5f0-4dd6-a1c4-d0d787e74fbe-team-home.json | https://sota.id/em/d1dba105-a5f0-4dd6-a1c4-d0d787e74fbe-team-away.json,200/200,home_ids=0/23;away_ids=0/20,starters=12-15,Both team payloads have no player id values
b4bb6154-ca3d-4df5-87b9-64ed2f5c0012,3,em_team_missing_ids,https://sota.id/em/b4bb6154-ca3d-4df5-87b9-64ed2f5c0012-team-home.json | https://sota.id/em/b4bb6154-ca3d-4df5-87b9-64ed2f5c0012-team-away.json,200/200,home_ids=0/17;away_ids=0/23,starters=14-11,Both team payloads have no player id values
2d4d12f4-f441-4658-aedb-3482c0729289,3,em_team_missing_ids,https://sota.id/em/2d4d12f4-f441-4658-aedb-3482c0729289-team-home.json | https://sota.id/em/2d4d12f4-f441-4658-aedb-3482c0729289-team-away.json,200/200,home_ids=0/23;away_ids=0/17,starters=13-14,Both team payloads have no player id values
b4a2a8bb-db18-40d3-9d95-e3575e817bfd,3,em_team_missing_ids,https://sota.id/em/b4a2a8bb-db18-40d3-9d95-e3575e817bfd-team-home.json | https://sota.id/em/b4a2a8bb-db18-40d3-9d95-e3575e817bfd-team-away.json,200/200,home_ids=0/23;away_ids=0/19,starters=12-13,Both team payloads have no player id values
cf84652e-9805-4b4e-b46b-6a2a6c1c2dcc,4,em_team_missing_ids,https://sota.id/em/cf84652e-9805-4b4e-b46b-6a2a6c1c2dcc-team-home.json | https://sota.id/em/cf84652e-9805-4b4e-b46b-6a2a6c1c2dcc-team-away.json,200/200,home_ids=0/19;away_ids=0/18,starters=14-13,Both team payloads have no player id values
5b5a2e8c-78fd-4cdf-aaf1-97f914b97441,4,em_team_missing_ids,https://sota.id/em/5b5a2e8c-78fd-4cdf-aaf1-97f914b97441-team-home.json | https://sota.id/em/5b5a2e8c-78fd-4cdf-aaf1-97f914b97441-team-away.json,200/200,home_ids=0/23;away_ids=0/17,starters=13-13,Both team payloads have no player id values
533178ee-4a3d-4926-8190-d9d4cb019ecb,4,em_team_missing_ids,https://sota.id/em/533178ee-4a3d-4926-8190-d9d4cb019ecb-team-home.json | https://sota.id/em/533178ee-4a3d-4926-8190-d9d4cb019ecb-team-away.json,200/200,home_ids=0/23;away_ids=0/18,starters=11-14,Both team payloads have no player id values
1793f77c-45cc-485d-a6a1-ac43b3ac6c68,4,em_team_missing_ids,https://sota.id/em/1793f77c-45cc-485d-a6a1-ac43b3ac6c68-team-home.json | https://sota.id/em/1793f77c-45cc-485d-a6a1-ac43b3ac6c68-team-away.json,200/200,home_ids=0/23;away_ids=0/20,starters=11-13,Both team payloads have no player id values
92043cb7-fbe3-4b8e-b8a5-15c76dbb9c2c,4,em_team_missing_ids,https://sota.id/em/92043cb7-fbe3-4b8e-b8a5-15c76dbb9c2c-team-home.json | https://sota.id/em/92043cb7-fbe3-4b8e-b8a5-15c76dbb9c2c-team-away.json,200/200,home_ids=0/23;away_ids=0/20,starters=11-13,Both team payloads have no player id values
044b7c90-4227-467e-bc4e-5a436b17efb2,4,em_team_missing_ids,https://sota.id/em/044b7c90-4227-467e-bc4e-5a436b17efb2-team-home.json | https://sota.id/em/044b7c90-4227-467e-bc4e-5a436b17efb2-team-away.json,200/200,home_ids=0/23;away_ids=0/23,starters=12-15,Both team payloads have no player id values
