game_id,tour,issue_type,endpoint,status,payload_size_or_count,local_state,notes
353ab476-6bf1-4c32-82ee-6de8c2b5ea38,1,em_events_missing,https://sota.id/em/353ab476-6bf1-4c32-82ee-6de8c2b5ea38-list.json,200,18,local_events=0 score=0:1,SOTA list endpoint returns non-empty payload (needs manual check)
8637f6b1-b05f-417f-af93-684a0d7e7537,1,em_events_missing,https://sota.id/em/8637f6b1-b05f-417f-af93-684a0d7e7537-list.json,200,13,local_events=0 score=2:0,SOTA list endpoint returns non-empty payload (needs manual check)
9c548a63-08ed-43d1-9f6b-310b29575960,1,em_events_missing,https://sota.id/em/9c548a63-08ed-43d1-9f6b-310b29575960-list.json,200,20,local_events=0 score=4:0,SOTA list endpoint returns non-empty payload (needs manual check)
ea603c1b-7473-41f2-b7f1-fe15a4055b39,1,em_events_missing,https://sota.id/em/ea603c1b-7473-41f2-b7f1-fe15a4055b39-list.json,200,17,local_events=0 score=2:2,SOTA list endpoint returns non-empty payload (needs manual check)
4125e7d2-9962-4b53-b3a1-9e2c93fa05fa,1,em_events_missing,https://sota.id/em/4125e7d2-9962-4b53-b3a1-9e2c93fa05fa-list.json,200,18,local_events=0 score=1:2,SOTA list endpoint returns non-empty payload (needs manual check)
9bf6ad3a-595a-4dfb-8e6e-1b04785dddf9,1,em_events_missing,https://sota.id/em/9bf6ad3a-595a-4dfb-8e6e-1b04785dddf9-list.json,200,16,local_events=0 score=0:0,SOTA list endpoint returns non-empty payload (needs manual check)
2160aebd-7ddc-40dd-b5ae-26649007d55e,2,em_events_missing,https://sota.id/em/2160aebd-7ddc-40dd-b5ae-26649007d55e-list.json,200,22,local_events=0 score=1:3,SOTA list endpoint returns non-empty payload (needs manual check)
dc551e70-8e3f-454b-8f75-d5a41cb92e16,2,em_events_missing,https://sota.id/em/dc551e70-8e3f-454b-8f75-d5a41cb92e16-list.json,200,21,local_events=0 score=3:1,SOTA list endpoint returns non-empty payload (needs manual check)
1b209554-bfd5-47e9-ba86-0c656b468e80,2,em_events_missing,https://sota.id/em/1b209554-bfd5-47e9-ba86-0c656b468e80-list.json,200,16,local_events=0 score=1:2,SOTA list endpoint returns non-empty payload (needs manual check)
5ee30520-1ef3-44e1-8675-f8fc9e409022,2,em_events_missing,https://sota.id/em/5ee30520-1ef3-44e1-8675-f8fc9e409022-list.json,200,16,local_events=0 score=1:2,SOTA list endpoint returns non-empty payload (needs manual check)
d7c92989-1090-46f6-ab59-5e5aff355d01,3,em_events_missing,https://sota.id/em/d7c92989-1090-46f6-ab59-5e5aff355d01-list.json,200,24,local_events=0 score=4:1,SOTA list endpoint returns non-empty payload (needs manual check)
4ae95e34-1acc-48c5-8c48-ef83a56f9865,3,em_events_missing,https://sota.id/em/4ae95e34-1acc-48c5-8c48-ef83a56f9865-list.json,200,31,local_events=0 score=5:2,SOTA list endpoint returns non-empty payload (needs manual check)
cb81dd36-57a7-4f19-81db-d78dcc1b7ee7,3,em_events_missing,https://sota.id/em/cb81dd36-57a7-4f19-81db-d78dcc1b7ee7-list.json,200,16,local_events=0 score=0:1,SOTA list endpoint returns non-empty payload (needs manual check)
e1c512b0-669b-4310-ab66-9697d1120093,3,em_events_missing,https://sota.id/em/e1c512b0-669b-4310-ab66-9697d1120093-list.json,200,16,local_events=0 score=2:0,SOTA list endpoint returns non-empty payload (needs manual check)
81860e3f-d1af-41f2-a7a2-9fb39008cf9a,3,em_events_missing,https://sota.id/em/81860e3f-d1af-41f2-a7a2-9fb39008cf9a-list.json,200,21,local_events=0 score=2:2,SOTA list endpoint returns non-empty payload (needs manual check)
338c4ea2-9526-45f4-99c0-a378780db185,4,em_events_missing,https://sota.id/em/338c4ea2-9526-45f4-99c0-a378780db185-list.json,200,13,local_events=0 score=0:1,SOTA list endpoint returns non-empty payload (needs manual check)
28d3151f-fe30-4c96-b95c-533a990633ad,4,em_events_missing,https://sota.id/em/28d3151f-fe30-4c96-b95c-533a990633ad-list.json,200,14,local_events=0 score=0:0,SOTA list endpoint returns non-empty payload (needs manual check)
988beb4c-6257-4e7f-ade6-a6c3a42f3bf9,4,em_events_missing,https://sota.id/em/988beb4c-6257-4e7f-ade6-a6c3a42f3bf9-list.json,200,20,local_events=0 score=0:3,SOTA list endpoint returns non-empty payload (needs manual check)
6ae288f3-bc91-4586-933f-6aed5caa6045,4,em_events_missing,https://sota.id/em/6ae288f3-bc91-4586-933f-6aed5caa6045-list.json,200,17,local_events=0 score=1:2,SOTA list endpoint returns non-empty payload (needs manual check)
e0d446e6-7378-4f96-9db4-04912c816869,4,em_events_missing,https://sota.id/em/e0d446e6-7378-4f96-9db4-04912c816869-list.json,200,18,local_events=0 score=2:0,SOTA list endpoint returns non-empty payload (needs manual check)
8820986b-cffd-45ab-b1b9-990fee84ebe6,5,em_events_missing,https://sota.id/em/8820986b-cffd-45ab-b1b9-990fee84ebe6-list.json,200,16,local_events=0 score=0:3,SOTA list endpoint returns non-empty payload (needs manual check)
b22e8cde-55e0-457c-b3f5-88ff49f3951e,5,em_events_missing,https://sota.id/em/b22e8cde-55e0-457c-b3f5-88ff49f3951e-list.json,200,17,local_events=0 score=1:0,SOTA list endpoint returns non-empty payload (needs manual check)
38f94bb8-e2c1-4f14-bb97-b4304b4147d8,5,em_events_missing,https://sota.id/em/38f94bb8-e2c1-4f14-bb97-b4304b4147d8-list.json,200,24,local_events=0 score=5:1,SOTA list endpoint returns non-empty payload (needs manual check)
00cf849c-a2f4-4042-b5ad-52f6bf3c4322,5,em_events_missing,https://sota.id/em/00cf849c-a2f4-4042-b5ad-52f6bf3c4322-list.json,200,13,local_events=0 score=0:1,SOTA list endpoint returns non-empty payload (needs manual check)
e98e62bf-f70b-4e4f-9057-ce44692fc8a7,5,em_events_missing,https://sota.id/em/e98e62bf-f70b-4e4f-9057-ce44692fc8a7-list.json,200,14,local_events=0 score=1:0,SOTA list endpoint returns non-empty payload (needs manual check)
